ORDER NUMBER,ORDER DATE,ITEM NAME,QUANTITY,PRODUCT PRICE,TOTAL PRODUCTS
14548,28/04/2019 19:06,Mint Sauce,1,0.5,10
14546,28/04/2019 18:16,Mango Chutney,1,0.5,14
14546,28/04/2019 18:16,Mint Sauce,1,0.5,14
14546,28/04/2019 18:16,Red Sauce,1,0.5,14
14543,28/04/2019 17:36,Onion Chutney,1,0.5,6
14537,27/04/2019 20:20,Red Sauce,1,0.5,6
14535,27/04/2019 20:11,Red Sauce,1,0.5,6
14531,27/04/2019 19:39,Mint Sauce,1,0.5,9
14523,27/04/2019 19:05,Mango Chutney,1,0.5,9
14523,27/04/2019 19:05,Mint Sauce,1,0.5,9
14518,27/04/2019 18:47,Lime Pickle,2,0.5,15
14518,27/04/2019 18:47,Mango Chutney,2,0.5,15
14507,27/04/2019 17:38,Mango Chutney,1,0.5,6
14507,27/04/2019 17:38,Onion Chutney,1,0.5,6
14502,26/04/2019 20:10,Mango Chutney,1,0.5,7
14502,26/04/2019 20:10,Mint Sauce,1,0.5,7
14501,26/04/2019 20:05,Mint Sauce,1,0.5,5
14500,26/04/2019 19:34,Mint Sauce,1,0.5,5
14497,26/04/2019 18:59,Lime Pickle,1,0.5,11
14494,26/04/2019 18:22,Mango Chutney,1,0.5,8
14494,26/04/2019 18:22,Mint Sauce,1,0.5,8
14492,26/04/2019 17:43,Mango Chutney,1,0.5,12
14492,26/04/2019 17:43,Mint Sauce,2,0.5,12
14492,26/04/2019 17:43,Onion Chutney,2,0.5,12
14492,26/04/2019 17:43,Red Sauce,2,0.5,12
14492,26/04/2019 17:43,Lime Pickle,1,0.5,12
14490,26/04/2019 14:45,Mango Chutney,1,0.5,9
14487,25/04/2019 20:15,Mint Sauce,1,0.5,6
14487,25/04/2019 20:15,Mango Chutney,1,0.5,6
14478,24/04/2019 21:10,Onion Chutney,1,0.5,5
14472,23/04/2019 19:51,Mango Chutney,1,0.5,9
14472,23/04/2019 19:51,Mint Sauce,1,0.5,9
14472,23/04/2019 19:51,Onion Chutney,1,0.5,9
14472,23/04/2019 19:51,Red Sauce,1,0.5,9
14471,23/04/2019 19:46,Mango Chutney,1,0.5,7
14471,23/04/2019 19:46,Mint Sauce,1,0.5,7
14469,23/04/2019 19:42,Mint Sauce,2,0.5,11
14467,23/04/2019 19:23,Mango Chutney,1,0.5,6
14467,23/04/2019 19:23,Mint Sauce,1,0.5,6
14464,22/04/2019 22:18,Mint Sauce,1,0.5,7
14464,22/04/2019 22:18,Mango Chutney,1,0.5,7
14454,22/04/2019 19:10,Mango Chutney,1,0.5,8
14453,22/04/2019 18:35,Mango Chutney,1,0.5,9
14453,22/04/2019 18:35,Mint Sauce,1,0.5,9
14443,21/04/2019 18:35,Mango Chutney,2,0.5,11
14443,21/04/2019 18:35,Mint Sauce,1,0.5,11
14443,21/04/2019 18:35,Red Sauce,1,0.5,11
14438,21/04/2019 17:42,Mango Chutney,1,0.5,4
14431,20/04/2019 20:17,Mango Chutney,4,0.5,12
14431,20/04/2019 20:17,Mint Sauce,4,0.5,12
14428,20/04/2019 20:04,Mango Chutney,1,0.5,9
14426,20/04/2019 19:53,Mango Chutney,1,0.5,4
14418,20/04/2019 17:36,Mango Chutney,1,0.5,9
14417,20/04/2019 17:21,Red Sauce,1,0.5,9
14417,20/04/2019 17:21,Onion Chutney,1,0.5,9
14409,19/04/2019 20:07,Mango Chutney,1,0.5,10
14409,19/04/2019 20:07,Red Sauce,1,0.5,10
14409,19/04/2019 20:07,Mint Sauce,1,0.5,10
14405,19/04/2019 19:17,Mango Chutney,1,0.5,4
14402,19/04/2019 18:22,Mint Sauce,1,0.5,9
14401,19/04/2019 18:17,Mango Chutney,1,0.5,6
14398,19/04/2019 18:03,Mango Chutney,1,0.5,6
14397,19/04/2019 17:51,Mango Chutney,1,0.5,13
14397,19/04/2019 17:51,Mint Sauce,1,0.5,13
14397,19/04/2019 17:51,Onion Chutney,1,0.5,13
14397,19/04/2019 17:51,Red Sauce,1,0.5,13
14397,19/04/2019 17:51,Lime Pickle,1,0.5,13
14396,19/04/2019 17:43,Mango Chutney,1,0.5,14
14394,18/04/2019 20:34,Lime Pickle,1,0.5,5
14392,18/04/2019 20:03,Mango Chutney,2,0.5,4
14391,18/04/2019 19:36,Mango Chutney,1,0.5,6
14387,18/04/2019 17:44,Mango Chutney,2,0.5,7
14387,18/04/2019 17:44,Onion Chutney,1,0.5,7
14382,17/04/2019 20:27,Mint Sauce,2,0.5,7
14379,17/04/2019 19:53,Mango Chutney,1,0.5,7
14379,17/04/2019 19:53,Onion Chutney,1,0.5,7
14376,17/04/2019 19:07,Mint Sauce,3,0.5,14
14372,17/04/2019 18:54,Mango Chutney,2,0.5,11
14372,17/04/2019 18:54,Lime Pickle,1,0.5,11
14372,17/04/2019 18:54,Red Sauce,1,0.5,11
14372,17/04/2019 18:54,Mint Sauce,1,0.5,11
14372,17/04/2019 18:54,Onion Chutney,1,0.5,11
14365,16/04/2019 20:54,Mango Chutney,1,0.5,7
14365,16/04/2019 20:54,Mint Sauce,1,0.5,7
14364,16/04/2019 20:39,Mango Chutney,1,0.5,9
14364,16/04/2019 20:39,Mint Sauce,1,0.5,9
14362,16/04/2019 19:27,Mango Chutney,1,0.5,6
14355,15/04/2019 21:02,Onion Chutney,1,0.5,5
14346,15/04/2019 17:50,Mint Sauce,1,0.5,9
14346,15/04/2019 17:50,Mango Chutney,1,0.5,9
14345,15/04/2019 17:42,Mango Chutney,1,0.5,8
14345,15/04/2019 17:42,Onion Chutney,1,0.5,8
14344,15/04/2019 12:28,Mango Chutney,1,0.5,11
14344,15/04/2019 12:28,Mint Sauce,1,0.5,11
14344,15/04/2019 12:28,Red Sauce,1,0.5,11
14344,15/04/2019 12:28,Lime Pickle,1,0.5,11
14339,14/04/2019 19:53,Mango Chutney,2,0.5,11
14339,14/04/2019 19:53,Onion Chutney,1,0.5,11
14339,14/04/2019 19:53,Mint Sauce,1,0.5,11
14336,14/04/2019 19:42,Lime Pickle,1,0.5,4
14335,14/04/2019 19:37,Mint Sauce,1,0.5,5
14332,14/04/2019 18:56,Mint Sauce,1,0.5,11
14332,14/04/2019 18:56,Onion Chutney,1,0.5,11
14332,14/04/2019 18:56,Lime Pickle,1,0.5,11
14332,14/04/2019 18:56,Mango Chutney,1,0.5,11
14331,14/04/2019 18:52,Mango Chutney,1,0.5,6
14329,14/04/2019 18:40,Mango Chutney,1,0.5,9
14329,14/04/2019 18:40,Mint Sauce,1,0.5,9
14327,14/04/2019 18:23,Lime Pickle,1,0.5,12
14320,14/04/2019 16:36,Mint Sauce,1,0.5,9
14320,14/04/2019 16:36,Mango Chutney,1,0.5,9
14315,13/04/2019 19:58,Mint Sauce,1,0.5,8
14315,13/04/2019 19:58,Mango Chutney,1,0.5,8
14310,13/04/2019 19:22,Mango Chutney,2,0.5,10
14310,13/04/2019 19:22,Mint Sauce,1,0.5,10
14310,13/04/2019 19:22,Onion Chutney,2,0.5,10
14309,13/04/2019 19:07,Mango Chutney,1,0.5,11
14309,13/04/2019 19:07,Mint Sauce,1,0.5,11
14309,13/04/2019 19:07,Onion Chutney,1,0.5,11
14309,13/04/2019 19:07,Red Sauce,1,0.5,11
14309,13/04/2019 19:07,Lime Pickle,1,0.5,11
14308,13/04/2019 19:05,Onion Chutney,1,0.5,4
14301,13/04/2019 17:57,Mint Sauce,1,0.5,7
14297,13/04/2019 17:07,Mango Chutney,1,0.5,7
14296,13/04/2019 16:58,Mint Sauce,1,0.5,7
14296,13/04/2019 16:58,Mango Chutney,1,0.5,7
14291,12/04/2019 20:08,Mint Sauce,1,0.5,9
14291,12/04/2019 20:08,Mango Chutney,1,0.5,9
14291,12/04/2019 20:08,Onion Chutney,1,0.5,9
14287,12/04/2019 19:43,Mint Sauce,1,0.5,5
14281,12/04/2019 19:07,Mango Chutney,1,0.5,9
14281,12/04/2019 19:07,Mint Sauce,1,0.5,9
14279,12/04/2019 18:54,Mint Sauce,1,0.5,8
14279,12/04/2019 18:54,Mango Chutney,1,0.5,8
14277,12/04/2019 18:47,Mango Chutney,1,0.5,5
14276,12/04/2019 18:17,Mint Sauce,1,0.5,7
14275,12/04/2019 18:02,Mango Chutney,1,0.5,6
14269,12/04/2019 12:33,Mango Chutney,1,0.5,4
14258,11/04/2019 17:40,Onion Chutney,1,0.5,7
14250,10/04/2019 18:02,Onion Chutney,1,0.5,6
14250,10/04/2019 18:02,Red Sauce,1,0.5,6
14247,09/04/2019 19:20,Mango Chutney,2,0.5,5
14244,09/04/2019 18:50,Mint Sauce,2,0.5,5
14239,08/04/2019 19:06,Mango Chutney,1,0.5,5
14228,07/04/2019 20:51,Mango Chutney,1,0.5,6
14227,07/04/2019 19:38,Mango Chutney,1,0.5,8
14227,07/04/2019 19:38,Onion Chutney,1,0.5,8
14214,06/04/2019 20:14,Mint Sauce,1,0.5,6
14209,06/04/2019 19:35,Red Sauce,1,0.5,4
14197,06/04/2019 18:32,Mint Sauce,2,0.5,8
14195,06/04/2019 18:30,Lime Pickle,2,0.5,9
14193,06/04/2019 18:07,Mango Chutney,1,0.5,4
14192,06/04/2019 18:07,Mint Sauce,1,0.5,10
14181,05/04/2019 21:25,Mint Sauce,2,0.5,4
14175,05/04/2019 20:05,Red Sauce,1,0.5,9
14175,05/04/2019 20:05,Lime Pickle,1,0.5,9
14174,05/04/2019 20:03,Mint Sauce,1,0.5,7
14173,05/04/2019 19:53,Mango Chutney,1,0.5,7
14173,05/04/2019 19:53,Mint Sauce,1,0.5,7
14170,05/04/2019 19:12,Mango Chutney,3,0.5,7
14170,05/04/2019 19:12,Onion Chutney,1,0.5,7
14166,05/04/2019 18:46,Onion Chutney,1,0.5,8
14166,05/04/2019 18:46,Mango Chutney,1,0.5,8
14165,05/04/2019 18:45,Mango Chutney,2,0.5,12
14155,05/04/2019 17:40,Mango Chutney,1,0.5,11
14155,05/04/2019 17:40,Mint Sauce,1,0.5,11
14155,05/04/2019 17:40,Onion Chutney,1,0.5,11
14155,05/04/2019 17:40,Red Sauce,1,0.5,11
14155,05/04/2019 17:40,Lime Pickle,1,0.5,11
14151,04/04/2019 19:33,Mango Chutney,1,0.5,7
14142,03/04/2019 18:52,Onion Chutney,1,0.5,7
14142,03/04/2019 18:52,Mint Sauce,1,0.5,7
14141,03/04/2019 18:49,Mango Chutney,1,0.5,6
14140,03/04/2019 18:40,Onion Chutney,1,0.5,6
14140,03/04/2019 18:40,Red Sauce,1,0.5,6
14139,03/04/2019 16:42,Mint Sauce,1,0.5,6
14129,01/04/2019 18:53,Mint Sauce,1,0.5,5
14123,31/03/2019 20:07,Mint Sauce,1,0.5,6
14121,31/03/2019 19:41,Onion Chutney,1,0.5,4
14116,31/03/2019 18:48,Lime Pickle,1,0.5,11
14114,31/03/2019 18:12,Mango Chutney,1,0.5,11
14101,30/03/2019 19:58,Mango Chutney,2,0.5,9
14101,30/03/2019 19:58,Mint Sauce,2,0.5,9
14101,30/03/2019 19:58,Lime Pickle,1,0.5,9
14097,30/03/2019 19:27,Mango Chutney,2,0.5,12
14097,30/03/2019 19:27,Onion Chutney,2,0.5,12
14097,30/03/2019 19:27,Lime Pickle,1,0.5,12
14097,30/03/2019 19:27,Red Sauce,1,0.5,12
14095,30/03/2019 19:05,Mango Chutney,1,0.5,9
14095,30/03/2019 19:05,Mint Sauce,1,0.5,9
14091,30/03/2019 18:50,Mango Chutney,1,0.5,9
14091,30/03/2019 18:50,Mint Sauce,1,0.5,9
14089,30/03/2019 18:31,Mango Chutney,1,0.5,10
14089,30/03/2019 18:31,Mint Sauce,1,0.5,10
14088,30/03/2019 18:23,Mint Sauce,1,0.5,6
14088,30/03/2019 18:23,Red Sauce,1,0.5,6
14085,30/03/2019 18:10,Mango Chutney,1,0.5,13
14085,30/03/2019 18:10,Mint Sauce,1,0.5,13
14085,30/03/2019 18:10,Onion Chutney,2,0.5,13
14085,30/03/2019 18:10,Red Sauce,1,0.5,13
14085,30/03/2019 18:10,Lime Pickle,1,0.5,13
14083,30/03/2019 18:08,Red Sauce,1,0.5,7
14067,29/03/2019 21:59,Onion Chutney,1,0.5,5
14065,29/03/2019 21:36,Mint Sauce,1,0.5,6
14062,29/03/2019 20:09,Mint Sauce,1,0.5,5
14061,29/03/2019 20:00,Onion Chutney,1,0.5,9
14061,29/03/2019 20:00,Mint Sauce,1,0.5,9
14061,29/03/2019 20:00,Mango Chutney,1,0.5,9
14057,29/03/2019 19:20,Mango Chutney,1,0.5,6
14056,29/03/2019 19:19,Mango Chutney,2,0.5,11
14056,29/03/2019 19:19,Onion Chutney,1,0.5,11
14056,29/03/2019 19:19,Mint Sauce,1,0.5,11
14053,29/03/2019 19:03,Mango Chutney,1,0.5,6
14049,29/03/2019 18:31,Mango Chutney,1,0.5,6
14048,29/03/2019 18:21,Mango Chutney,1,0.5,9
14043,29/03/2019 17:42,Onion Chutney,1,0.5,15
14043,29/03/2019 17:42,Mint Sauce,1,0.5,15
14043,29/03/2019 17:42,Red Sauce,1,0.5,15
14043,29/03/2019 17:42,Lime Pickle,1,0.5,15
14040,29/03/2019 15:22,Mint Sauce,1,0.5,15
14040,29/03/2019 15:22,Onion Chutney,1,0.5,15
14040,29/03/2019 15:22,Red Sauce,1,0.5,15
14040,29/03/2019 15:22,Lime Pickle,1,0.5,15
14030,28/03/2019 19:22,Mango Chutney,2,0.5,7
14030,28/03/2019 19:22,Mint Sauce,1,0.5,7
14029,28/03/2019 19:19,Mango Chutney,1,0.5,8
14029,28/03/2019 19:19,Mint Sauce,1,0.5,8
14029,28/03/2019 19:19,Red Sauce,1,0.5,8
14025,28/03/2019 18:47,Mint Sauce,1,0.5,6
14024,28/03/2019 18:40,Mango Chutney,2,0.5,9
14024,28/03/2019 18:40,Onion Chutney,1,0.5,9
14019,28/03/2019 17:55,Mint Sauce,1,0.5,3
14018,28/03/2019 17:47,Mango Chutney,1,0.5,5
13999,26/03/2019 17:48,Mango Chutney,1,0.5,7
13999,26/03/2019 17:48,Mint Sauce,1,0.5,7
13999,26/03/2019 17:48,Onion Chutney,2,0.5,7
13999,26/03/2019 17:48,Red Sauce,1,0.5,7
13990,24/03/2019 19:29,Mint Sauce,1,0.5,6
13989,24/03/2019 19:14,Mango Chutney,1,0.5,6
13986,24/03/2019 18:48,Mango Chutney,1,0.5,10
13986,24/03/2019 18:48,Mint Sauce,1,0.5,10
13982,24/03/2019 17:45,Mango Chutney,2,0.5,12
13981,24/03/2019 17:09,Lime Pickle,1,0.5,8
13981,24/03/2019 17:09,Mango Chutney,1,0.5,8
13973,23/03/2019 20:23,Mango Chutney,1,0.5,6
13971,23/03/2019 20:07,Mango Chutney,1,0.5,8
13959,23/03/2019 18:46,Mango Chutney,1,0.5,6
13956,23/03/2019 18:36,Mango Chutney,1,0.5,8
13955,23/03/2019 18:28,Mint Sauce,1,0.5,8
13949,23/03/2019 18:01,Mango Chutney,1,0.5,8
13949,23/03/2019 18:01,Lime Pickle,1,0.5,8
13949,23/03/2019 18:01,Mint Sauce,1,0.5,8
13945,23/03/2019 17:10,Onion Chutney,1,0.5,8
13945,23/03/2019 17:10,Mango Chutney,1,0.5,8
13940,22/03/2019 19:34,Mint Sauce,1,0.5,6
13938,22/03/2019 19:15,Mint Sauce,3,0.5,8
13938,22/03/2019 19:15,Red Sauce,1,0.5,8
13936,22/03/2019 18:50,Mint Sauce,2,0.5,5
13935,22/03/2019 18:48,Mango Chutney,1,0.5,5
13922,21/03/2019 20:14,Mango Chutney,2,0.5,6
13922,21/03/2019 20:14,Red Sauce,1,0.5,6
13921,21/03/2019 19:15,Mango Chutney,3,0.5,7
13921,21/03/2019 19:15,Mint Sauce,3,0.5,7
13913,20/03/2019 21:41,Mint Sauce,1,0.5,4
13913,20/03/2019 21:41,Mango Chutney,1,0.5,4
13913,20/03/2019 21:41,Onion Chutney,1,0.5,4
13913,20/03/2019 21:41,Red Sauce,1,0.5,4
13910,20/03/2019 19:06,Mango Chutney,1,0.5,9
13910,20/03/2019 19:06,Onion Chutney,1,0.5,9
13910,20/03/2019 19:06,Red Sauce,1,0.5,9
13910,20/03/2019 19:06,Lime Pickle,1,0.5,9
13906,20/03/2019 18:24,Mango Chutney,1,0.5,7
13906,20/03/2019 18:24,Mint Sauce,1,0.5,7
13896,19/03/2019 19:06,Onion Chutney,1,0.5,3
13895,19/03/2019 18:45,Mango Chutney,1,0.5,6
13891,19/03/2019 18:29,Mint Sauce,1,0.5,16
13891,19/03/2019 18:29,Red Sauce,1,0.5,16
13890,19/03/2019 17:27,Lime Pickle,2,0.5,7
13890,19/03/2019 17:27,Mint Sauce,1,0.5,7
13890,19/03/2019 17:27,Onion Chutney,1,0.5,7
13887,18/03/2019 20:40,Onion Chutney,2,0.5,6
13879,17/03/2019 18:35,Mint Sauce,1,0.5,8
13872,17/03/2019 13:18,Mint Sauce,1,0.5,4
13869,17/03/2019 12:04,Mango Chutney,1,0.5,8
13869,17/03/2019 12:04,Mint Sauce,1,0.5,8
13866,16/03/2019 21:07,Mango Chutney,1,0.5,5
13858,16/03/2019 19:27,Mint Sauce,2,0.5,6
13856,16/03/2019 19:09,Mango Chutney,1,0.5,9
13856,16/03/2019 19:09,Mint Sauce,1,0.5,9
13856,16/03/2019 19:09,Lime Pickle,1,0.5,9
13852,16/03/2019 18:39,Mango Chutney,2,0.5,11
13852,16/03/2019 18:39,Onion Chutney,2,0.5,11
13850,16/03/2019 18:16,Onion Chutney,2,0.5,6
13840,15/03/2019 22:26,Onion Chutney,2,0.5,5
13836,15/03/2019 19:58,Mango Chutney,1,0.5,8
13836,15/03/2019 19:58,Mint Sauce,1,0.5,8
13836,15/03/2019 19:58,Red Sauce,1,0.5,8
13836,15/03/2019 19:58,Onion Chutney,1,0.5,8
13835,15/03/2019 19:55,Red Sauce,1,0.5,10
13835,15/03/2019 19:55,Mint Sauce,1,0.5,10
13834,15/03/2019 19:53,Mint Sauce,1,0.5,5
13830,15/03/2019 19:06,Mango Chutney,1,0.5,9
13827,15/03/2019 18:56,Mango Chutney,1,0.5,5
13817,15/03/2019 17:54,Mango Chutney,2,0.5,8
13817,15/03/2019 17:54,Onion Chutney,2,0.5,8
13808,13/03/2019 21:58,Mango Chutney,1,0.5,5
13801,13/03/2019 18:35,Mango Chutney,2,0.5,7
13798,13/03/2019 17:19,Red Sauce,2,0.5,7
13796,12/03/2019 20:51,Onion Chutney,1,0.5,6
13795,12/03/2019 20:22,Mint Sauce,1,0.5,4
13787,12/03/2019 18:54,Mango Chutney,2,0.5,9
13787,12/03/2019 18:54,Mint Sauce,1,0.5,9
13787,12/03/2019 18:54,Onion Chutney,2,0.5,9
13777,10/03/2019 20:02,Mango Chutney,2,0.5,8
13777,10/03/2019 20:02,Onion Chutney,1,0.5,8
13772,10/03/2019 18:44,Mango Chutney,1,0.5,7
13769,10/03/2019 18:12,Mint Sauce,1,0.5,5
13758,09/03/2019 19:37,Mango Chutney,2,0.5,11
13758,09/03/2019 19:37,Onion Chutney,1,0.5,11
13758,09/03/2019 19:37,Mint Sauce,1,0.5,11
13755,09/03/2019 19:03,Mango Chutney,1,0.5,10
13755,09/03/2019 19:03,Mint Sauce,1,0.5,10
13754,09/03/2019 18:47,Mango Chutney,1,0.5,13
13754,09/03/2019 18:47,Mint Sauce,1,0.5,13
13754,09/03/2019 18:47,Onion Chutney,1,0.5,13
13754,09/03/2019 18:47,Red Sauce,1,0.5,13
13752,09/03/2019 18:40,Onion Chutney,1,0.5,8
13750,09/03/2019 18:37,Mint Sauce,2,0.5,7
13744,09/03/2019 18:00,Mango Chutney,1,0.5,11
13740,09/03/2019 16:19,Mango Chutney,1,0.5,13
13740,09/03/2019 16:19,Mint Sauce,1,0.5,13
13740,09/03/2019 16:19,Onion Chutney,1,0.5,13
13740,09/03/2019 16:19,Red Sauce,1,0.5,13
13740,09/03/2019 16:19,Lime Pickle,1,0.5,13
13733,08/03/2019 19:07,Mango Chutney,1,0.5,8
13733,08/03/2019 19:07,Onion Chutney,1,0.5,8
13733,08/03/2019 19:07,Mint Sauce,1,0.5,8
13732,08/03/2019 19:01,Red Sauce,1,0.5,12
13727,08/03/2019 18:29,Mango Chutney,1,0.5,8
13727,08/03/2019 18:29,Mint Sauce,1,0.5,8
13725,08/03/2019 17:59,Mango Chutney,1,0.5,13
13725,08/03/2019 17:59,Mint Sauce,2,0.5,13
13725,08/03/2019 17:59,Onion Chutney,2,0.5,13
13725,08/03/2019 17:59,Red Sauce,2,0.5,13
13725,08/03/2019 17:59,Lime Pickle,1,0.5,13
13723,08/03/2019 17:52,Mango Chutney,3,0.5,7
13721,08/03/2019 17:23,Mango Chutney,1,0.5,14
13721,08/03/2019 17:23,Mint Sauce,1,0.5,14
13721,08/03/2019 17:23,Onion Chutney,1,0.5,14
13721,08/03/2019 17:23,Red Sauce,1,0.5,14
13721,08/03/2019 17:23,Lime Pickle,1,0.5,14
13718,08/03/2019 16:56,Mango Chutney,1,0.5,4
13714,07/03/2019 19:41,Red Sauce,1,0.5,5
13702,06/03/2019 20:20,Lime Pickle,1,0.5,3
13698,05/03/2019 22:50,Mint Sauce,1,0.5,5
13687,04/03/2019 19:53,Mango Chutney,1,0.5,9
13687,04/03/2019 19:53,Mint Sauce,1,0.5,9
13686,04/03/2019 19:48,Mango Chutney,1,0.5,10
13684,04/03/2019 17:41,Lime Pickle,1,0.5,10
13684,04/03/2019 17:41,Onion Chutney,1,0.5,10
13684,04/03/2019 17:41,Mango Chutney,1,0.5,10
13681,03/03/2019 20:19,Mango Chutney,1,0.5,5
13679,03/03/2019 18:46,Red Sauce,1,0.5,5
13674,03/03/2019 18:16,Onion Chutney,1,0.5,6
13667,02/03/2019 20:38,Mango Chutney,1,0.5,8
13664,02/03/2019 20:02,Mango Chutney,2,0.5,15
13664,02/03/2019 20:02,Mint Sauce,2,0.5,15
13664,02/03/2019 20:02,Onion Chutney,2,0.5,15
13664,02/03/2019 20:02,Red Sauce,2,0.5,15
13661,02/03/2019 19:47,Mango Chutney,1,0.5,5
13657,02/03/2019 19:26,Mango Chutney,1,0.5,7
13657,02/03/2019 19:26,Mint Sauce,1,0.5,7
13654,02/03/2019 18:53,Mango Chutney,1,0.5,8
13654,02/03/2019 18:53,Mint Sauce,1,0.5,8
13650,02/03/2019 18:35,Mango Chutney,1,0.5,7
13650,02/03/2019 18:35,Mint Sauce,1,0.5,7
13629,01/03/2019 20:23,Mango Chutney,1,0.5,8
13629,01/03/2019 20:23,Mint Sauce,1,0.5,8
13629,01/03/2019 20:23,Onion Chutney,1,0.5,8
13629,01/03/2019 20:23,Red Sauce,1,0.5,8
13626,01/03/2019 19:48,Mango Chutney,1,0.5,8
13626,01/03/2019 19:48,Onion Chutney,1,0.5,8
13625,01/03/2019 19:47,Lime Pickle,1,0.5,7
13625,01/03/2019 19:47,Mango Chutney,1,0.5,7
13625,01/03/2019 19:47,Red Sauce,1,0.5,7
13624,01/03/2019 19:14,Mint Sauce,2,0.5,8
13620,01/03/2019 18:41,Mango Chutney,2,0.5,6
13615,01/03/2019 18:11,Onion Chutney,1,0.5,9
13615,01/03/2019 18:11,Mango Chutney,1,0.5,9
13607,01/03/2019 17:07,Mango Chutney,1,0.5,5
13607,01/03/2019 17:07,Mint Sauce,1,0.5,5
13606,01/03/2019 16:55,Mint Sauce,1,0.5,17
13606,01/03/2019 16:55,Lime Pickle,1,0.5,17
13606,01/03/2019 16:55,Red Sauce,1,0.5,17
13606,01/03/2019 16:55,Onion Chutney,1,0.5,17
13598,28/02/2019 17:22,Mango Chutney,1,0.5,6
13597,28/02/2019 17:21,Mint Sauce,1,0.5,5
13589,27/02/2019 18:52,Mango Chutney,2,0.5,8
13589,27/02/2019 18:52,Mint Sauce,1,0.5,8
13583,26/02/2019 13:26,Mango Chutney,1,0.5,11
13583,26/02/2019 13:26,Mint Sauce,1,0.5,11
13583,26/02/2019 13:26,Red Sauce,1,0.5,11
13579,25/02/2019 19:52,Mint Sauce,1,0.5,8
13578,25/02/2019 19:47,Mango Chutney,1,0.5,9
13573,24/02/2019 19:40,Mint Sauce,2,0.5,6
13568,24/02/2019 18:36,Mango Chutney,1,0.5,7
13568,24/02/2019 18:36,Mint Sauce,1,0.5,7
13568,24/02/2019 18:36,Onion Chutney,1,0.5,7
13567,24/02/2019 18:36,Red Sauce,1,0.5,10
13562,24/02/2019 12:08,Mango Chutney,1,0.5,7
13562,24/02/2019 12:08,Onion Chutney,1,0.5,7
13560,23/02/2019 21:50,Red Sauce,1,0.5,7
13559,23/02/2019 21:35,Onion Chutney,1,0.5,5
13556,23/02/2019 20:25,Red Sauce,1,0.5,7
13553,23/02/2019 19:23,Mango Chutney,1,0.5,6
13552,23/02/2019 19:23,Mango Chutney,1,0.5,6
13548,23/02/2019 18:57,Mango Chutney,1,0.5,10
13548,23/02/2019 18:57,Mint Sauce,1,0.5,10
13544,23/02/2019 18:27,Red Sauce,1,0.5,7
13544,23/02/2019 18:27,Mango Chutney,1,0.5,7
13543,23/02/2019 17:38,Mango Chutney,1,0.5,8
13542,23/02/2019 17:26,Mint Sauce,1,0.5,6
13541,23/02/2019 17:16,Mango Chutney,1,0.5,6
13530,22/02/2019 19:32,Onion Chutney,1,0.5,8
13520,22/02/2019 18:33,Mango Chutney,1,0.5,9
13520,22/02/2019 18:33,Mint Sauce,1,0.5,9
13520,22/02/2019 18:33,Onion Chutney,1,0.5,9
13513,22/02/2019 17:50,Mango Chutney,1,0.5,8
13511,22/02/2019 17:34,Mango Chutney,1,0.5,11
13511,22/02/2019 17:34,Mint Sauce,1,0.5,11
13504,21/02/2019 18:22,Mango Chutney,2,0.5,8
13504,21/02/2019 18:22,Onion Chutney,2,0.5,8
13500,20/02/2019 19:43,Mango Chutney,1,0.5,6
13500,20/02/2019 19:43,Mint Sauce,1,0.5,6
13495,20/02/2019 18:20,Mango Chutney,1,0.5,8
13494,20/02/2019 18:12,Mango Chutney,1,0.5,7
13485,19/02/2019 18:55,Onion Chutney,1,0.5,6
13485,19/02/2019 18:55,Mango Chutney,1,0.5,6
13477,17/02/2019 21:14,Mango Chutney,1,0.5,4
13473,17/02/2019 17:20,Onion Chutney,2,0.5,8
13471,16/02/2019 21:44,Mango Chutney,1,0.5,7
13471,16/02/2019 21:44,Mint Sauce,1,0.5,7
13470,16/02/2019 20:54,Onion Chutney,1,0.5,6
13470,16/02/2019 20:54,Red Sauce,1,0.5,6
13466,16/02/2019 19:55,Mint Sauce,1,0.5,10
13466,16/02/2019 19:55,Onion Chutney,1,0.5,10
13460,16/02/2019 18:45,Mint Sauce,1,0.5,8
13458,16/02/2019 18:41,Red Sauce,1,0.5,5
13456,16/02/2019 18:26,Mango Chutney,1,0.5,7
13456,16/02/2019 18:26,Onion Chutney,2,0.5,7
13454,16/02/2019 18:15,Mango Chutney,1,0.5,6
13448,16/02/2019 17:53,Mint Sauce,2,0.5,13
13448,16/02/2019 17:53,Onion Chutney,2,0.5,13
13448,16/02/2019 17:53,Red Sauce,1,0.5,13
13448,16/02/2019 17:53,Lime Pickle,1,0.5,13
13442,16/02/2019 11:22,Mint Sauce,1,0.5,11
13442,16/02/2019 11:22,Mango Chutney,1,0.5,11
13439,15/02/2019 20:23,Mint Sauce,2,0.5,6
13439,15/02/2019 20:23,Mango Chutney,1,0.5,6
13438,15/02/2019 20:09,Mango Chutney,1,0.5,19
13438,15/02/2019 20:09,Mint Sauce,1,0.5,19
13438,15/02/2019 20:09,Red Sauce,1,0.5,19
13438,15/02/2019 20:09,Lime Pickle,1,0.5,19
13428,15/02/2019 18:35,Mango Chutney,1,0.5,12
13428,15/02/2019 18:35,Mint Sauce,1,0.5,12
13427,15/02/2019 18:34,Mango Chutney,1,0.5,7
