ORDER NUMBER,ORDER DATE,ITEM NAME,QUANTITY,PRODUCT PRICE,TOTAL PRODUCTS
15804,15/07/2019 18:51,Mint Sauce,1,0.5,8
15804,15/07/2019 18:51,Onion Chutney,1,0.5,8
15797,14/07/2019 20:29,Mint Sauce,1,0.5,6
15796,14/07/2019 20:23,Mint Sauce,2,0.5,5
15788,14/07/2019 18:07,Mango Chutney,1,0.5,6
15787,14/07/2019 17:47,Mango Chutney,1,0.5,9
15787,14/07/2019 17:47,Red Sauce,1,0.5,9
15785,14/07/2019 16:41,Mango Chutney,1,0.5,7
15784,14/07/2019 16:27,Onion Chutney,1,0.5,8
15784,14/07/2019 16:27,Mint Sauce,1,0.5,8
15776,13/07/2019 19:31,Mango Chutney,1,0.5,5
15774,13/07/2019 19:07,Mango Chutney,1,0.5,10
15774,13/07/2019 19:07,Mint Sauce,1,0.5,10
15771,13/07/2019 18:53,Mango Chutney,1,0.5,16
15771,13/07/2019 18:53,Mint Sauce,1,0.5,16
15771,13/07/2019 18:53,Onion Chutney,1,0.5,16
15771,13/07/2019 18:53,Red Sauce,1,0.5,16
15768,13/07/2019 18:42,Mango Chutney,1,0.5,8
15767,13/07/2019 18:36,Mint Sauce,2,0.5,8
15767,13/07/2019 18:36,Onion Chutney,2,0.5,8
15761,13/07/2019 17:22,Mango Chutney,1,0.5,5
15760,13/07/2019 17:17,Mango Chutney,1,0.5,5
15754,12/07/2019 19:54,Mint Sauce,2,0.5,7
15748,12/07/2019 19:18,Mango Chutney,1,0.5,8
15735,11/07/2019 19:33,Mango Chutney,2,0.5,18
15735,11/07/2019 19:33,Mint Sauce,2,0.5,18
15735,11/07/2019 19:33,Onion Chutney,2,0.5,18
15731,11/07/2019 18:43,Red Sauce,1,0.5,8
15731,11/07/2019 18:43,Mango Chutney,1,0.5,8
15729,11/07/2019 18:27,Mango Chutney,2,0.5,7
15723,10/07/2019 19:24,Mango Chutney,2,0.5,8
15723,10/07/2019 19:24,Onion Chutney,1,0.5,8
15721,10/07/2019 18:25,Mint Sauce,1,0.5,9
15721,10/07/2019 18:25,Lime Pickle,1,0.5,9
15720,10/07/2019 18:17,Onion Chutney,1,0.5,6
15720,10/07/2019 18:17,Mint Sauce,1,0.5,6
15717,09/07/2019 19:57,Mango Chutney,1,0.5,4
15715,09/07/2019 19:19,Onion Chutney,1,0.5,5
15712,09/07/2019 18:14,Mango Chutney,2,0.5,7
15712,09/07/2019 18:14,Mint Sauce,1,0.5,7
15711,09/07/2019 17:41,Red Sauce,1,0.5,4
15695,07/07/2019 19:42,Mango Chutney,1,0.5,6
15695,07/07/2019 19:42,Onion Chutney,1,0.5,6
15688,07/07/2019 18:04,Mint Sauce,2,0.5,6
15679,06/07/2019 20:47,Mango Chutney,1,0.5,9
15674,06/07/2019 19:44,Red Sauce,1,0.5,7
15672,06/07/2019 19:30,Mango Chutney,1,0.5,6
15670,06/07/2019 19:18,Mango Chutney,1,0.5,13
15670,06/07/2019 19:18,Lime Pickle,1,0.5,13
15669,06/07/2019 19:02,Mint Sauce,1,0.5,8
15669,06/07/2019 19:02,Onion Chutney,1,0.5,8
15665,06/07/2019 18:39,Red Sauce,1,0.5,9
15663,06/07/2019 18:32,Mint Sauce,1,0.5,7
15658,06/07/2019 18:02,Mango Chutney,1,0.5,10
15658,06/07/2019 18:02,Mint Sauce,1,0.5,10
15658,06/07/2019 18:02,Onion Chutney,1,0.5,10
15656,06/07/2019 17:20,Onion Chutney,1,0.5,7
15655,06/07/2019 17:15,Mango Chutney,1,0.5,17
15654,06/07/2019 16:59,Mango Chutney,1,0.5,9
15650,05/07/2019 21:40,Onion Chutney,1,0.5,5
15649,05/07/2019 21:33,Mango Chutney,1,0.5,4
15645,05/07/2019 19:43,Mango Chutney,1,0.5,7
15645,05/07/2019 19:43,Onion Chutney,1,0.5,7
15643,05/07/2019 19:29,Mango Chutney,4,0.5,10
15643,05/07/2019 19:29,Onion Chutney,2,0.5,10
15641,05/07/2019 19:09,Onion Chutney,2,0.5,5
15637,05/07/2019 18:23,Mango Chutney,1,0.5,6
15635,05/07/2019 18:14,Red Sauce,1,0.5,9
15635,05/07/2019 18:14,Mint Sauce,1,0.5,9
15633,05/07/2019 17:56,Mango Chutney,2,0.5,7
15632,05/07/2019 17:33,Onion Chutney,2,0.5,7
15632,05/07/2019 17:33,Mango Chutney,1,0.5,7
15631,05/07/2019 17:26,Mango Chutney,2,0.5,9
15631,05/07/2019 17:26,Onion Chutney,1,0.5,9
15630,05/07/2019 17:22,Mango Chutney,1,0.5,10
15630,05/07/2019 17:22,Mint Sauce,1,0.5,10
15630,05/07/2019 17:22,Onion Chutney,1,0.5,10
15630,05/07/2019 17:22,Red Sauce,1,0.5,10
15630,05/07/2019 17:22,Lime Pickle,1,0.5,10
15626,04/07/2019 19:50,Mango Chutney,1,0.5,12
15626,04/07/2019 19:50,Mint Sauce,1,0.5,12
15620,04/07/2019 17:45,Mango Chutney,4,0.5,13
15620,04/07/2019 17:45,Mint Sauce,1,0.5,13
15620,04/07/2019 17:45,Lime Pickle,2,0.5,13
15616,03/07/2019 20:12,Mint Sauce,1,0.5,8
15616,03/07/2019 20:12,Red Sauce,1,0.5,8
15615,03/07/2019 19:33,Onion Chutney,1,0.5,5
15614,03/07/2019 19:18,Mango Chutney,1,0.5,7
15614,03/07/2019 19:18,Mint Sauce,1,0.5,7
15612,03/07/2019 18:07,Mint Sauce,1,0.5,9
15602,02/07/2019 19:24,Mango Chutney,1,0.5,9
15602,02/07/2019 19:24,Mint Sauce,1,0.5,9
15601,02/07/2019 19:13,Mango Chutney,2,0.5,6
15595,01/07/2019 19:44,Onion Chutney,1,0.5,5
15593,01/07/2019 18:33,Mango Chutney,2,0.5,7
15588,30/06/2019 21:36,Mango Chutney,1,0.5,5
15587,30/06/2019 20:38,Mango Chutney,1,0.5,10
15587,30/06/2019 20:38,Mint Sauce,1,0.5,10
15585,30/06/2019 19:47,Mint Sauce,1,0.5,4
15584,30/06/2019 19:46,Mint Sauce,2,0.5,6
15583,30/06/2019 19:39,Onion Chutney,1,0.5,4
15578,30/06/2019 18:25,Red Sauce,1,0.5,8
15578,30/06/2019 18:25,Mango Chutney,1,0.5,8
15567,29/06/2019 20:18,Red Sauce,1,0.5,6
15560,29/06/2019 19:00,Onion Chutney,1,0.5,8
15560,29/06/2019 19:00,Mint Sauce,1,0.5,8
15558,29/06/2019 18:15,Mango Chutney,1,0.5,13
15558,29/06/2019 18:15,Mint Sauce,2,0.5,13
15558,29/06/2019 18:15,Onion Chutney,2,0.5,13
15558,29/06/2019 18:15,Red Sauce,1,0.5,13
15558,29/06/2019 18:15,Lime Pickle,1,0.5,13
15554,29/06/2019 16:07,Onion Chutney,1,0.5,7
15546,28/06/2019 20:23,Mango Chutney,1,0.5,7
15545,28/06/2019 20:06,Onion Chutney,2,0.5,6
15538,28/06/2019 18:50,Red Sauce,1,0.5,9
15537,28/06/2019 18:47,Mango Chutney,2,0.5,10
15536,28/06/2019 18:43,Mango Chutney,2,0.5,9
15536,28/06/2019 18:43,Red Sauce,2,0.5,9
15534,28/06/2019 18:34,Onion Chutney,1,0.5,5
15532,28/06/2019 18:22,Mango Chutney,1,0.5,5
15530,28/06/2019 17:52,Mango Chutney,2,0.5,9
15525,27/06/2019 20:16,Mint Sauce,1,0.5,5
15523,27/06/2019 19:47,Lime Pickle,1,0.5,7
15518,26/06/2019 20:06,Onion Chutney,2,0.5,5
15517,26/06/2019 19:49,Lime Pickle,1,0.5,5
15515,26/06/2019 18:40,Mango Chutney,2,0.5,6
15513,26/06/2019 17:46,Mango Chutney,2,0.5,8
15512,26/06/2019 17:42,Onion Chutney,2,0.5,6
15494,24/06/2019 19:00,Mango Chutney,1,0.5,4
15487,23/06/2019 20:37,Mint Sauce,2,0.5,8
15487,23/06/2019 20:37,Mango Chutney,1,0.5,8
15481,23/06/2019 18:21,Red Sauce,1,0.5,7
15479,23/06/2019 17:53,Mango Chutney,1,0.5,10
15478,23/06/2019 17:50,Mango Chutney,1,0.5,6
15477,23/06/2019 17:33,Red Sauce,1,0.5,8
15467,22/06/2019 19:58,Mint Sauce,1,0.5,4
15466,22/06/2019 19:38,Mint Sauce,1,0.5,7
15465,22/06/2019 19:29,Mango Chutney,2,0.5,8
15465,22/06/2019 19:29,Onion Chutney,2,0.5,8
15461,22/06/2019 19:04,Mango Chutney,1,0.5,11
15461,22/06/2019 19:04,Mint Sauce,1,0.5,11
15461,22/06/2019 19:04,Red Sauce,1,0.5,11
15458,22/06/2019 18:30,Mango Chutney,1,0.5,6
15456,22/06/2019 17:49,Mango Chutney,1,0.5,7
15456,22/06/2019 17:49,Mint Sauce,1,0.5,7
15447,21/06/2019 19:47,Mint Sauce,2,0.5,10
15445,21/06/2019 19:14,Onion Chutney,1,0.5,8
15445,21/06/2019 19:14,Mint Sauce,1,0.5,8
15443,21/06/2019 18:47,Mint Sauce,1,0.5,7
15443,21/06/2019 18:47,Onion Chutney,1,0.5,7
15442,21/06/2019 18:46,Mango Chutney,1,0.5,6
15440,21/06/2019 18:40,Mango Chutney,1,0.5,5
15440,21/06/2019 18:40,Mint Sauce,1,0.5,5
15437,21/06/2019 18:29,Mango Chutney,2,0.5,6
15436,21/06/2019 18:24,Red Sauce,1,0.5,8
15436,21/06/2019 18:24,Mint Sauce,1,0.5,8
15433,21/06/2019 17:35,Mango Chutney,1,0.5,9
15427,20/06/2019 18:56,Mango Chutney,1,0.5,5
15419,19/06/2019 19:25,Onion Chutney,1,0.5,6
15419,19/06/2019 19:25,Red Sauce,1,0.5,6
15417,19/06/2019 18:48,Mango Chutney,1,0.5,6
15414,19/06/2019 17:52,Mango Chutney,1,0.5,5
15406,18/06/2019 19:23,Mango Chutney,1,0.5,5
15391,17/06/2019 18:44,Mint Sauce,1,0.5,9
15391,17/06/2019 18:44,Mango Chutney,1,0.5,9
15390,17/06/2019 18:44,Mint Sauce,1,0.5,6
15388,17/06/2019 18:02,Mango Chutney,1,0.5,9
15388,17/06/2019 18:02,Mint Sauce,1,0.5,9
15387,17/06/2019 12:12,Lime Pickle,1,0.5,4
15382,16/06/2019 19:31,Mango Chutney,1,0.5,5
15378,16/06/2019 19:09,Mango Chutney,1,0.5,7
15378,16/06/2019 19:09,Mint Sauce,2,0.5,7
15373,16/06/2019 18:29,Onion Chutney,2,0.5,7
15355,15/06/2019 20:21,Red Sauce,1,0.5,8
15351,15/06/2019 19:36,Red Sauce,2,0.5,6
15349,15/06/2019 19:20,Mint Sauce,2,0.5,6
15347,15/06/2019 18:58,Mint Sauce,1,0.5,9
15347,15/06/2019 18:58,Onion Chutney,2,0.5,9
15346,15/06/2019 18:58,Lime Pickle,1,0.5,4
15343,15/06/2019 18:50,Mint Sauce,2,0.5,8
15343,15/06/2019 18:50,Onion Chutney,1,0.5,8
15343,15/06/2019 18:50,Red Sauce,2,0.5,8
15339,14/06/2019 21:50,Onion Chutney,1,0.5,5
15336,14/06/2019 20:01,Mango Chutney,1,0.5,4
15335,14/06/2019 20:01,Mango Chutney,1,0.5,5
15332,14/06/2019 19:41,Mint Sauce,2,0.5,11
15332,14/06/2019 19:41,Onion Chutney,1,0.5,11
15332,14/06/2019 19:41,Mango Chutney,1,0.5,11
15330,14/06/2019 19:32,Mango Chutney,1,0.5,9
15330,14/06/2019 19:32,Red Sauce,1,0.5,9
15329,14/06/2019 19:14,Mango Chutney,1,0.5,6
15329,14/06/2019 19:14,Mint Sauce,1,0.5,6
15326,14/06/2019 18:09,Mango Chutney,1,0.5,9
15318,13/06/2019 20:18,Mango Chutney,4,0.5,8
15318,13/06/2019 20:18,Mint Sauce,5,0.5,8
15312,13/06/2019 17:45,Mango Chutney,1,0.5,6
15309,12/06/2019 19:51,Mango Chutney,1,0.5,6
15306,12/06/2019 18:42,Onion Chutney,2,0.5,9
15306,12/06/2019 18:42,Mint Sauce,1,0.5,9
15306,12/06/2019 18:42,Mango Chutney,2,0.5,9
15305,12/06/2019 17:23,Mint Sauce,1,0.5,5
15303,12/06/2019 16:50,Mango Chutney,1,0.5,8
15303,12/06/2019 16:50,Onion Chutney,1,0.5,8
15301,11/06/2019 20:45,Onion Chutney,1,0.5,5
15298,11/06/2019 19:19,Mango Chutney,2,0.5,8
15286,10/06/2019 17:10,Mango Chutney,1,0.5,10
15286,10/06/2019 17:10,Mint Sauce,2,0.5,10
15268,09/06/2019 14:08,Mango Chutney,1,0.5,9
15262,08/06/2019 22:08,Mint Sauce,1,0.5,5
15262,08/06/2019 22:08,Onion Chutney,1,0.5,5
15256,08/06/2019 20:30,Mango Chutney,1,0.5,8
15256,08/06/2019 20:30,Mint Sauce,1,0.5,8
15253,08/06/2019 19:38,Mint Sauce,1,0.5,11
15253,08/06/2019 19:38,Mango Chutney,1,0.5,11
15251,08/06/2019 19:22,Onion Chutney,1,0.5,7
15249,08/06/2019 19:13,Mint Sauce,1,0.5,4
15244,08/06/2019 17:43,Red Sauce,1,0.5,9
15240,08/06/2019 17:05,Onion Chutney,1,0.5,5
15224,07/06/2019 19:26,Mint Sauce,1,0.5,5
15220,07/06/2019 18:48,Mint Sauce,1,0.5,5
15217,07/06/2019 18:28,Onion Chutney,2,0.5,7
15216,07/06/2019 18:21,Mango Chutney,1,0.5,14
15216,07/06/2019 18:21,Onion Chutney,3,0.5,14
15213,07/06/2019 18:12,Onion Chutney,1,0.5,14
15213,07/06/2019 18:12,Mint Sauce,2,0.5,14
15211,07/06/2019 18:04,Mango Chutney,2,0.5,8
15211,07/06/2019 18:04,Onion Chutney,2,0.5,8
15210,07/06/2019 17:49,Mint Sauce,2,0.5,5
15210,07/06/2019 17:49,Onion Chutney,1,0.5,5
15204,06/06/2019 18:59,Mango Chutney,1,0.5,6
15199,05/06/2019 21:08,Mango Chutney,1,0.5,8
15199,05/06/2019 21:08,Mint Sauce,1,0.5,8
15199,05/06/2019 21:08,Onion Chutney,1,0.5,8
15199,05/06/2019 21:08,Red Sauce,1,0.5,8
15197,05/06/2019 20:44,Mango Chutney,1,0.5,7
15197,05/06/2019 20:44,Mint Sauce,1,0.5,7
15191,05/06/2019 11:29,Mint Sauce,1,0.5,11
15191,05/06/2019 11:29,Lime Pickle,1,0.5,11
15186,04/06/2019 20:08,Onion Chutney,1,0.5,6
15186,04/06/2019 20:08,Red Sauce,1,0.5,6
15186,04/06/2019 20:08,Mint Sauce,1,0.5,6
15174,04/06/2019 17:58,Mango Chutney,2,0.5,11
15174,04/06/2019 17:58,Mint Sauce,1,0.5,11
15173,04/06/2019 13:38,Mango Chutney,1,0.5,4
15171,04/06/2019 12:10,Lime Pickle,1,0.5,11
15171,04/06/2019 12:10,Mint Sauce,1,0.5,11
15166,03/06/2019 18:51,Mango Chutney,1,0.5,6
15161,02/06/2019 19:18,Red Sauce,1,0.5,5
15158,02/06/2019 18:35,Mango Chutney,1,0.5,10
15158,02/06/2019 18:35,Mint Sauce,1,0.5,10
15157,02/06/2019 17:43,Mango Chutney,1,0.5,5
15156,02/06/2019 17:09,Mango Chutney,1,0.5,6
15155,02/06/2019 16:55,Mango Chutney,1,0.5,9
15155,02/06/2019 16:55,Red Sauce,1,0.5,9
15149,01/06/2019 20:06,Mint Sauce,1,0.5,8
15149,01/06/2019 20:06,Red Sauce,1,0.5,8
15146,01/06/2019 19:42,Mint Sauce,1,0.5,8
15141,01/06/2019 18:45,Lime Pickle,1,0.5,8
15140,01/06/2019 18:33,Mint Sauce,1,0.5,5
15127,31/05/2019 19:51,Mango Chutney,1,0.5,8
15127,31/05/2019 19:51,Mint Sauce,2,0.5,8
15126,31/05/2019 19:48,Mango Chutney,2,0.5,9
15120,31/05/2019 18:43,Mint Sauce,1,0.5,8
15119,31/05/2019 18:26,Mango Chutney,1,0.5,6
15113,31/05/2019 17:30,Mango Chutney,2,0.5,8
15113,31/05/2019 17:30,Onion Chutney,2,0.5,8
15105,30/05/2019 18:21,Lime Pickle,1,0.5,6
15104,30/05/2019 18:20,Mint Sauce,2,0.5,5
15104,30/05/2019 18:20,Onion Chutney,1,0.5,5
15103,30/05/2019 18:09,Mango Chutney,1,0.5,6
15099,29/05/2019 18:24,Mango Chutney,1,0.5,9
15099,29/05/2019 18:24,Mint Sauce,1,0.5,9
15099,29/05/2019 18:24,Onion Chutney,2,0.5,9
15099,29/05/2019 18:24,Red Sauce,1,0.5,9
15091,28/05/2019 20:01,Onion Chutney,1,0.5,6
15091,28/05/2019 20:01,Red Sauce,1,0.5,6
15089,28/05/2019 19:24,Mint Sauce,1,0.5,8
15089,28/05/2019 19:24,Onion Chutney,1,0.5,8
15086,28/05/2019 19:07,Mango Chutney,2,0.5,8
15084,28/05/2019 18:56,Mint Sauce,1,0.5,6
15070,27/05/2019 17:42,Mint Sauce,1,0.5,8
15066,27/05/2019 17:31,Mango Chutney,1,0.5,8
15066,27/05/2019 17:31,Onion Chutney,1,0.5,8
15056,26/05/2019 20:31,Mint Sauce,2,0.5,6
15056,26/05/2019 20:31,Red Sauce,1,0.5,6
15054,26/05/2019 20:23,Mint Sauce,2,0.5,6
15051,26/05/2019 19:42,Mango Chutney,2,0.5,8
15045,26/05/2019 18:25,Mango Chutney,1,0.5,9
15044,26/05/2019 18:05,Mango Chutney,1,0.5,7
15043,26/05/2019 17:46,Mint Sauce,2,0.5,11
15043,26/05/2019 17:46,Lime Pickle,1,0.5,11
15041,26/05/2019 16:21,Mint Sauce,1,0.5,9
15038,25/05/2019 22:15,Mango Chutney,1,0.5,6
15029,25/05/2019 20:07,Mango Chutney,1,0.5,8
15029,25/05/2019 20:07,Onion Chutney,1,0.5,8
15028,25/05/2019 19:54,Mango Chutney,1,0.5,8
15028,25/05/2019 19:54,Mint Sauce,1,0.5,8
15028,25/05/2019 19:54,Red Sauce,1,0.5,8
15028,25/05/2019 19:54,Onion Chutney,1,0.5,8
15027,25/05/2019 19:52,Mint Sauce,1,0.5,5
15026,25/05/2019 19:43,Mango Chutney,1,0.5,9
15026,25/05/2019 19:43,Mint Sauce,1,0.5,9
15016,25/05/2019 18:22,Mint Sauce,2,0.5,11
15016,25/05/2019 18:22,Onion Chutney,2,0.5,11
15016,25/05/2019 18:22,Red Sauce,1,0.5,11
15016,25/05/2019 18:22,Lime Pickle,1,0.5,11
15014,25/05/2019 18:09,Mango Chutney,1,0.5,8
14992,24/05/2019 18:37,Mango Chutney,2,0.5,7
14992,24/05/2019 18:37,Onion Chutney,1,0.5,7
14991,24/05/2019 18:27,Mint Sauce,3,0.5,5
14987,24/05/2019 17:37,Mango Chutney,1,0.5,7
14984,23/05/2019 20:32,Onion Chutney,1,0.5,6
14984,23/05/2019 20:32,Red Sauce,1,0.5,6
14982,23/05/2019 19:44,Mango Chutney,1,0.5,10
14982,23/05/2019 19:44,Red Sauce,1,0.5,10
14982,23/05/2019 19:44,Onion Chutney,1,0.5,10
14981,23/05/2019 19:08,Mango Chutney,1,0.5,7
14981,23/05/2019 19:08,Mint Sauce,1,0.5,7
14976,23/05/2019 16:44,Mango Chutney,1,0.5,7
14971,22/05/2019 19:15,Onion Chutney,1,0.5,5
14971,22/05/2019 19:15,Red Sauce,1,0.5,5
14969,22/05/2019 19:01,Mango Chutney,1,0.5,5
14967,22/05/2019 17:57,Mango Chutney,2,0.5,9
14961,21/05/2019 19:05,Lime Pickle,1,0.5,5
14957,21/05/2019 18:07,Mint Sauce,1,0.5,10
14957,21/05/2019 18:07,Mango Chutney,1,0.5,10
14957,21/05/2019 18:07,Lime Pickle,1,0.5,10
14956,21/05/2019 16:16,Mango Chutney,1,0.5,7
14947,20/05/2019 18:15,Mint Sauce,2,0.5,2
14946,20/05/2019 17:57,Mango Chutney,1,0.5,5
14945,20/05/2019 17:33,Mint Sauce,1,0.5,4
14942,19/05/2019 21:36,Mango Chutney,1,0.5,7
14941,19/05/2019 20:44,Mango Chutney,1,0.5,5
14935,19/05/2019 19:02,Mango Chutney,2,0.5,6
14934,19/05/2019 18:23,Mango Chutney,1,0.5,8
14934,19/05/2019 18:23,Onion Chutney,1,0.5,8
14933,19/05/2019 17:57,Onion Chutney,1,0.5,9
14924,19/05/2019 12:45,Mint Sauce,1,0.5,11
14924,19/05/2019 12:45,Onion Chutney,1,0.5,11
14924,19/05/2019 12:45,Mango Chutney,1,0.5,11
14918,18/05/2019 22:13,Mango Chutney,1,0.5,5
14905,18/05/2019 20:23,Mango Chutney,1,0.5,9
14905,18/05/2019 20:23,Mint Sauce,1,0.5,9
14905,18/05/2019 20:23,Onion Chutney,1,0.5,9
14904,18/05/2019 20:13,Mango Chutney,2,0.5,9
14896,18/05/2019 19:09,Mango Chutney,4,0.5,7
14894,18/05/2019 18:56,Mango Chutney,1,0.5,8
14888,18/05/2019 18:15,Mango Chutney,1,0.5,8
14887,18/05/2019 18:10,Mango Chutney,1,0.5,9
14887,18/05/2019 18:10,Onion Chutney,2,0.5,9
14886,18/05/2019 18:10,Mango Chutney,1,0.5,6
14883,18/05/2019 17:30,Mango Chutney,2,0.5,6
14880,18/05/2019 16:42,Mint Sauce,1,0.5,9
14880,18/05/2019 16:42,Mango Chutney,3,0.5,9
14875,17/05/2019 21:02,Onion Chutney,1,0.5,6
14872,17/05/2019 19:36,Mint Sauce,1,0.5,5
14866,17/05/2019 19:07,Mango Chutney,2,0.5,10
14866,17/05/2019 19:07,Mint Sauce,1,0.5,10
14864,17/05/2019 18:36,Mango Chutney,2,0.5,10
14859,17/05/2019 18:06,Mango Chutney,1,0.5,12
14859,17/05/2019 18:06,Onion Chutney,1,0.5,12
14853,16/05/2019 20:14,Mango Chutney,1,0.5,6
14848,16/05/2019 18:52,Mango Chutney,1,0.5,12
14845,16/05/2019 17:23,Mango Chutney,1,0.5,6
14825,15/05/2019 18:11,Mango Chutney,1,0.5,7
14824,15/05/2019 18:09,Mango Chutney,1,0.5,10
14824,15/05/2019 18:09,Onion Chutney,1,0.5,10
14821,14/05/2019 20:20,Onion Chutney,1,0.5,4
14820,14/05/2019 20:13,Lime Pickle,1,0.5,9
14815,14/05/2019 18:40,Mint Sauce,1,0.5,6
14815,14/05/2019 18:40,Onion Chutney,1,0.5,6
14812,13/05/2019 20:21,Onion Chutney,1,0.5,4
14796,12/05/2019 19:00,Mango Chutney,2,0.5,7
14786,12/05/2019 17:37,Lime Pickle,1,0.5,7
14786,12/05/2019 17:37,Onion Chutney,1,0.5,7
14784,12/05/2019 16:59,Mint Sauce,1,0.5,7
14784,12/05/2019 16:59,Mango Chutney,1,0.5,7
14776,11/05/2019 21:32,Lime Pickle,1,0.5,10
14776,11/05/2019 21:32,Mango Chutney,1,0.5,10
14776,11/05/2019 21:32,Mint Sauce,1,0.5,10
14771,11/05/2019 20:29,Red Sauce,1,0.5,6
14770,11/05/2019 20:28,Onion Chutney,1,0.5,12
14770,11/05/2019 20:28,Mint Sauce,1,0.5,12
14770,11/05/2019 20:28,Mango Chutney,1,0.5,12
14768,11/05/2019 19:50,Mango Chutney,1,0.5,6
14764,11/05/2019 19:35,Mango Chutney,1,0.5,10
14764,11/05/2019 19:35,Mint Sauce,1,0.5,10
14757,11/05/2019 19:08,Mango Chutney,1,0.5,8
14754,11/05/2019 18:29,Mango Chutney,1,0.5,11
14738,10/05/2019 19:04,Mint Sauce,1,0.5,4
14730,10/05/2019 18:14,Onion Chutney,2,0.5,12
14730,10/05/2019 18:14,Mint Sauce,2,0.5,12
14730,10/05/2019 18:14,Mango Chutney,1,0.5,12
14730,10/05/2019 18:14,Red Sauce,1,0.5,12
14719,09/05/2019 17:44,Mint Sauce,1,0.5,8
14714,08/05/2019 19:29,Mint Sauce,2,0.5,6
14713,08/05/2019 19:11,Mint Sauce,1,0.5,4
14702,07/05/2019 17:51,Lime Pickle,1,0.5,6
14701,07/05/2019 17:01,Mango Chutney,1,0.5,5
14696,06/05/2019 19:44,Onion Chutney,1,0.5,6
14692,06/05/2019 18:52,Mango Chutney,1,0.5,4
14686,06/05/2019 17:40,Mango Chutney,1,0.5,9
14685,06/05/2019 17:26,Red Sauce,1,0.5,9
14685,06/05/2019 17:26,Mango Chutney,1,0.5,9
14685,06/05/2019 17:26,Mint Sauce,1,0.5,9
14681,05/05/2019 20:54,Mango Chutney,2,0.5,11
14681,05/05/2019 20:54,Mint Sauce,1,0.5,11
14681,05/05/2019 20:54,Onion Chutney,2,0.5,11
14681,05/05/2019 20:54,Lime Pickle,2,0.5,11
14675,05/05/2019 20:03,Mint Sauce,1,0.5,6
14669,05/05/2019 19:21,Mango Chutney,3,0.5,12
14669,05/05/2019 19:21,Mint Sauce,1,0.5,12
14669,05/05/2019 19:21,Onion Chutney,1,0.5,12
14668,05/05/2019 19:20,Onion Chutney,1,0.5,6
14668,05/05/2019 19:20,Red Sauce,1,0.5,6
14663,05/05/2019 18:32,Mango Chutney,2,0.5,10
14663,05/05/2019 18:32,Mint Sauce,2,0.5,10
14658,05/05/2019 17:01,Mango Chutney,1,0.5,7
14658,05/05/2019 17:01,Onion Chutney,1,0.5,7
14647,04/05/2019 19:47,Mint Sauce,1,0.5,6
14644,04/05/2019 19:36,Mango Chutney,1,0.5,8
14644,04/05/2019 19:36,Onion Chutney,1,0.5,8
14642,04/05/2019 19:26,Mint Sauce,1,0.5,10
14642,04/05/2019 19:26,Mango Chutney,1,0.5,10
14639,04/05/2019 19:06,Mango Chutney,2,0.5,8
14639,04/05/2019 19:06,Mint Sauce,1,0.5,8
14639,04/05/2019 19:06,Onion Chutney,1,0.5,8
14639,04/05/2019 19:06,Red Sauce,1,0.5,8
14639,04/05/2019 19:06,Lime Pickle,1,0.5,8
14636,04/05/2019 18:52,Onion Chutney,2,0.5,5
14634,04/05/2019 18:37,Mango Chutney,1,0.5,6
14632,04/05/2019 18:32,Red Sauce,1,0.5,10
14632,04/05/2019 18:32,Lime Pickle,1,0.5,10
14632,04/05/2019 18:32,Onion Chutney,1,0.5,10
14632,04/05/2019 18:32,Mango Chutney,1,0.5,10
14631,04/05/2019 18:30,Mango Chutney,1,0.5,9
14630,04/05/2019 18:21,Mango Chutney,2,0.5,8
14630,04/05/2019 18:21,Onion Chutney,2,0.5,8
14610,03/05/2019 19:07,Lime Pickle,1,0.5,5
14608,03/05/2019 18:25,Mango Chutney,1,0.5,7
14598,02/05/2019 19:54,Mint Sauce,1,0.5,4
14584,01/05/2019 20:26,Mango Chutney,1,0.5,8
14583,01/05/2019 20:18,Onion Chutney,1,0.5,6
14583,01/05/2019 20:18,Red Sauce,1,0.5,6
14581,01/05/2019 19:17,Mango Chutney,1,0.5,8
14580,01/05/2019 18:44,Mango Chutney,1,0.5,10
14580,01/05/2019 18:44,Mint Sauce,1,0.5,10
14577,01/05/2019 18:09,Mango Chutney,1,0.5,7
14574,30/04/2019 19:35,Mango Chutney,2,0.5,8
14574,30/04/2019 19:35,Onion Chutney,1,0.5,8
14570,30/04/2019 18:50,Mint Sauce,1,0.5,10
14569,30/04/2019 18:43,Mint Sauce,1,0.5,6
14568,30/04/2019 18:15,Mango Chutney,1,0.5,7
14568,30/04/2019 18:15,Mint Sauce,1,0.5,7
14568,30/04/2019 18:15,Onion Chutney,1,0.5,7
14566,30/04/2019 17:41,Mango Chutney,1,0.5,7
14562,29/04/2019 21:51,Onion Chutney,1,0.5,6
14559,29/04/2019 19:01,Red Sauce,1,0.5,11
14559,29/04/2019 19:01,Onion Chutney,1,0.5,11
14559,29/04/2019 19:01,Mint Sauce,1,0.5,11
14558,29/04/2019 18:29,Mango Chutney,2,0.5,8
14558,29/04/2019 18:29,Onion Chutney,2,0.5,8
14556,29/04/2019 17:05,Mango Chutney,1,0.5,14
14556,29/04/2019 17:05,Mint Sauce,1,0.5,14
14556,29/04/2019 17:05,Red Sauce,1,0.5,14
14550,28/04/2019 19:34,Mango Chutney,2,0.5,6
